global_step,episode,step_in_ep,avg_r_speed,avg_r_orientation,avg_r_lane,avg_r_collision,avg_r_offroad,avg_r_total,speed_kmh
200192,174,1100,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
200242,174,1150,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
200292,174,1200,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
200342,174,1250,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
200392,174,1300,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
200442,174,1350,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
200492,174,1400,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
200542,174,1450,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
200592,174,1500,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
200642,174,1550,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
200692,174,1600,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
200742,174,1650,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
200792,174,1700,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
200842,174,1750,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
200892,174,1800,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
200942,174,1850,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
200992,174,1900,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
201042,174,1950,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
201092,174,2000,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
201142,175,50,0.0187,1.0,0.0,0.0,0.0,1.0187,0.0
201192,175,100,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
201242,175,150,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
201292,175,200,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
201342,175,250,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
201392,175,300,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
201442,175,350,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
201492,175,400,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
201542,175,450,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
201592,175,500,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
201642,175,550,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
201692,175,600,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
201742,175,650,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
201792,175,700,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
201842,175,750,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
201892,175,800,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
201942,175,850,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
201992,175,900,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
202042,175,950,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
202092,175,1000,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
202142,175,1050,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
202192,175,1100,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
202242,175,1150,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
202292,175,1200,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
202342,175,1250,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
202392,175,1300,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
202442,175,1350,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
202492,175,1400,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
202542,175,1450,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
202592,175,1500,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
202642,175,1550,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
202692,175,1600,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
202742,175,1650,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
202792,175,1700,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
202842,175,1750,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
202892,175,1800,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
202942,175,1850,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
202992,175,1900,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
203042,175,1950,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
203092,175,2000,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
203142,176,50,0.0187,1.0,0.0,0.0,0.0,1.0187,0.0
203192,176,100,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
203242,176,150,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
203292,176,200,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
203342,176,250,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
203392,176,300,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
203442,176,350,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
203492,176,400,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
203542,176,450,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
203592,176,500,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
203642,176,550,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
203692,176,600,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
203742,176,650,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
203792,176,700,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
203842,176,750,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
203892,176,800,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
203942,176,850,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
203992,176,900,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
204042,176,950,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
204092,176,1000,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
204142,176,1050,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
204192,176,1100,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
204242,176,1150,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
204292,176,1200,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
204342,176,1250,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
204392,176,1300,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
204442,176,1350,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
204492,176,1400,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
204542,176,1450,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
204592,176,1500,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
204642,176,1550,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
204692,176,1600,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
204742,176,1650,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
204792,176,1700,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
204842,176,1750,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
204892,176,1800,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
204942,176,1850,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
204992,176,1900,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
205042,176,1950,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
205092,176,2000,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
205142,177,50,0.0187,1.0,0.0,0.0,0.0,1.0187,0.0
205192,177,100,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
205242,177,150,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
205292,177,200,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
205342,177,250,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
205392,177,300,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
205442,177,350,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
205492,177,400,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
205542,177,450,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
205592,177,500,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
205642,177,550,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
205692,177,600,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
205742,177,650,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
205792,177,700,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
205842,177,750,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
205892,177,800,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
205942,177,850,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
205992,177,900,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
206042,177,950,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
206092,177,1000,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
206142,177,1050,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
206192,177,1100,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
206242,177,1150,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
206292,177,1200,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
206342,177,1250,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
206392,177,1300,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
206442,177,1350,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
206492,177,1400,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
206542,177,1450,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
206592,177,1500,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
206642,177,1550,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
206692,177,1600,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
206742,177,1650,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
206792,177,1700,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
206842,177,1750,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
206892,177,1800,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
206942,177,1850,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
206992,177,1900,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
207042,177,1950,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
207092,177,2000,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
207142,178,50,0.0187,1.0,0.0,0.0,0.0,1.0187,0.0
207192,178,100,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
207242,178,150,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
207292,178,200,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
207342,178,250,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
207392,178,300,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
207442,178,350,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
207492,178,400,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
207542,178,450,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
207592,178,500,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
207642,178,550,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
207692,178,600,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
207742,178,650,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
207792,178,700,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
207842,178,750,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
207892,178,800,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
207942,178,850,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
207992,178,900,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
208042,178,950,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
208092,178,1000,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
208142,178,1050,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
208192,178,1100,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
208242,178,1150,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
208292,178,1200,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
208342,178,1250,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
208392,178,1300,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
208442,178,1350,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
208492,178,1400,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
208542,178,1450,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
208592,178,1500,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
208642,178,1550,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
208692,178,1600,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
208742,178,1650,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
208792,178,1700,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
208842,178,1750,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
208892,178,1800,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
208942,178,1850,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
208992,178,1900,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
209042,178,1950,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
209092,178,2000,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
209142,179,50,0.0187,1.0,0.0,0.0,0.0,1.0187,0.0
209192,179,100,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
209242,179,150,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
209292,179,200,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
209342,179,250,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
209392,179,300,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
209442,179,350,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
209492,179,400,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
209542,179,450,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
209592,179,500,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
209642,179,550,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
209692,179,600,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
209742,179,650,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
209792,179,700,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
209842,179,750,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
209892,179,800,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
209942,179,850,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
209992,179,900,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
210042,179,950,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
210092,179,1000,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
210142,179,1050,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
210192,179,1100,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
210242,179,1150,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
210292,179,1200,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
210342,179,1250,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
210392,179,1300,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
210442,179,1350,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
210492,179,1400,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
210542,179,1450,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
210592,179,1500,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
210642,179,1550,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
210692,179,1600,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
210742,179,1650,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
210792,179,1700,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
210842,179,1750,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
210892,179,1800,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
210942,179,1850,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
210992,179,1900,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
211042,179,1950,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
211092,179,2000,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
211142,180,50,0.0187,1.0,0.0,0.0,0.0,1.0187,0.0
211192,180,100,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
211242,180,150,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
211292,180,200,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
211342,180,250,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
211392,180,300,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
211442,180,350,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
211492,180,400,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
211542,180,450,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
211592,180,500,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
211642,180,550,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
211692,180,600,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
211742,180,650,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
211792,180,700,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
211842,180,750,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
211892,180,800,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
211942,180,850,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
211992,180,900,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
212042,180,950,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
212092,180,1000,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
212142,180,1050,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
212192,180,1100,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
212242,180,1150,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
212292,180,1200,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
212342,180,1250,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
212392,180,1300,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
212442,180,1350,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
212492,180,1400,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
212542,180,1450,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
212592,180,1500,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
212642,180,1550,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
212692,180,1600,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
212742,180,1650,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
212792,180,1700,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
212842,180,1750,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
212892,180,1800,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
212942,180,1850,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
212992,180,1900,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
213042,180,1950,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
213092,180,2000,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
213142,181,50,0.0187,1.0,0.0,0.0,0.0,1.0187,0.0
213192,181,100,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
213242,181,150,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
213292,181,200,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
213342,181,250,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
213392,181,300,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
213442,181,350,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
213492,181,400,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
213542,181,450,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
213592,181,500,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
213642,181,550,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
213692,181,600,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
213742,181,650,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
213792,181,700,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
213842,181,750,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
213892,181,800,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
213942,181,850,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
213992,181,900,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
214042,181,950,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
214092,181,1000,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
214142,181,1050,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
214192,181,1100,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
214242,181,1150,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
214292,181,1200,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
214342,181,1250,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
214392,181,1300,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
214442,181,1350,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
214492,181,1400,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
214542,181,1450,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
214592,181,1500,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
214642,181,1550,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
214692,181,1600,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
214742,181,1650,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
214792,181,1700,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
214842,181,1750,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
214892,181,1800,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
214942,181,1850,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
214992,181,1900,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
215042,181,1950,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
215092,181,2000,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
215142,182,50,0.0187,1.0,0.0,0.0,0.0,1.0187,0.0
215192,182,100,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
215242,182,150,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
215292,182,200,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
215342,182,250,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
215392,182,300,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
215442,182,350,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
215492,182,400,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
215542,182,450,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
215592,182,500,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
215642,182,550,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
215692,182,600,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
215742,182,650,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
215792,182,700,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
215842,182,750,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
215892,182,800,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
215942,182,850,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
215992,182,900,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
216042,182,950,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
216092,182,1000,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
216142,182,1050,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
216192,182,1100,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
216242,182,1150,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
216292,182,1200,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
216342,182,1250,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
216392,182,1300,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
216442,182,1350,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
216492,182,1400,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
216542,182,1450,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
216592,182,1500,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
216642,182,1550,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
216692,182,1600,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
216742,182,1650,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
216792,182,1700,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
216842,182,1750,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
216892,182,1800,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
216942,182,1850,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
216992,182,1900,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
217042,182,1950,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
217092,182,2000,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
217142,183,50,0.0187,1.0,0.0,0.0,0.0,1.0187,0.0
217192,183,100,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
217242,183,150,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
217292,183,200,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
217342,183,250,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
217392,183,300,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
217442,183,350,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
217492,183,400,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
217542,183,450,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
217592,183,500,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
217642,183,550,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
217692,183,600,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
217742,183,650,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
217792,183,700,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
217842,183,750,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
217892,183,800,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
217942,183,850,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
217992,183,900,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
218042,183,950,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
218092,183,1000,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
218142,183,1050,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
218192,183,1100,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
218242,183,1150,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
218292,183,1200,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
218342,183,1250,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
218392,183,1300,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
218442,183,1350,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
218492,183,1400,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
218542,183,1450,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
218592,183,1500,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
218642,183,1550,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
218692,183,1600,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
