global_step,episode,step_in_ep,avg_r_speed,avg_r_orientation,avg_r_lane,avg_r_collision,avg_r_offroad,avg_r_total,speed_kmh
73492,111,400,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
73542,111,450,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
73592,111,500,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
73642,111,550,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
73692,111,600,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
73742,111,650,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
73792,111,700,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
73842,111,750,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
73892,111,800,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
73942,111,850,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
73992,111,900,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
74042,111,950,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
74092,111,1000,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
74142,111,1050,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
74192,111,1100,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
74242,111,1150,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
74292,111,1200,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
74342,111,1250,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
74392,111,1300,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
74442,111,1350,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
74492,111,1400,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
74542,111,1450,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
74592,111,1500,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
74642,111,1550,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
74692,111,1600,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
74742,111,1650,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
74792,111,1700,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
74842,111,1750,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
74892,111,1800,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
74942,111,1850,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
74992,111,1900,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
75042,111,1950,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
75092,111,2000,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
75142,112,50,0.0187,1.0,0.0,0.0,0.0,1.0187,0.0
75192,112,100,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
75242,112,150,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
75292,112,200,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
75342,112,250,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
75392,112,300,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
75442,112,350,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
75492,112,400,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
75542,112,450,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
75592,112,500,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
75642,112,550,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
75692,112,600,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
75742,112,650,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
75792,112,700,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
75842,112,750,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
75892,112,800,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
75942,112,850,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
75992,112,900,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
76042,112,950,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
76092,112,1000,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
76142,112,1050,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
76192,112,1100,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
76242,112,1150,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
76292,112,1200,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
76342,112,1250,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
76392,112,1300,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
76442,112,1350,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
76492,112,1400,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
76542,112,1450,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
76592,112,1500,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
76642,112,1550,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
76692,112,1600,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
76742,112,1650,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
76792,112,1700,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
76842,112,1750,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
76892,112,1800,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
76942,112,1850,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
76992,112,1900,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
77042,112,1950,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
77092,112,2000,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
77142,113,50,0.0187,1.0,0.0,0.0,0.0,1.0187,0.0
77192,113,100,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
77242,113,150,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
77292,113,200,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
77342,113,250,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
77392,113,300,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
77442,113,350,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
77492,113,400,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
77542,113,450,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
77592,113,500,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
77642,113,550,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
77692,113,600,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
77742,113,650,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
77792,113,700,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
77842,113,750,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
77892,113,800,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
77942,113,850,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
77992,113,900,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
78042,113,950,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
78092,113,1000,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
78142,113,1050,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
78192,113,1100,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
78242,113,1150,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
78292,113,1200,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
78342,113,1250,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
78392,113,1300,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
78442,113,1350,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
78492,113,1400,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
78542,113,1450,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
78592,113,1500,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
78642,113,1550,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
78692,113,1600,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
78742,113,1650,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
78792,113,1700,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
78842,113,1750,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
78892,113,1800,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
78942,113,1850,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
78992,113,1900,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
79042,113,1950,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
79092,113,2000,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
79142,114,50,0.0187,1.0,0.0,0.0,0.0,1.0187,0.0
79192,114,100,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
79242,114,150,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
79292,114,200,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
79342,114,250,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
79392,114,300,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
79442,114,350,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
79492,114,400,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
79542,114,450,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
79592,114,500,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
79642,114,550,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
79692,114,600,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
79742,114,650,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
79792,114,700,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
79842,114,750,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
79892,114,800,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
79942,114,850,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
79992,114,900,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
80042,114,950,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
80092,114,1000,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
80142,114,1050,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
80192,114,1100,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
80242,114,1150,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
80292,114,1200,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
80342,114,1250,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
80392,114,1300,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
80442,114,1350,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
80492,114,1400,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
80542,114,1450,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
80592,114,1500,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
80642,114,1550,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
80692,114,1600,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
80742,114,1650,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
80792,114,1700,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
80842,114,1750,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
80892,114,1800,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
80942,114,1850,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
80992,114,1900,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
81042,114,1950,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
81092,114,2000,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
81142,115,50,0.0187,1.0,0.0,0.0,0.0,1.0187,0.0
81192,115,100,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
81242,115,150,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
81292,115,200,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
81342,115,250,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
81392,115,300,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
81442,115,350,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
81492,115,400,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
81542,115,450,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
81592,115,500,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
81642,115,550,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
81692,115,600,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
81742,115,650,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
81792,115,700,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
81842,115,750,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
81892,115,800,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
81942,115,850,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
81992,115,900,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
82042,115,950,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
82092,115,1000,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
82142,115,1050,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
82192,115,1100,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
82242,115,1150,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
82292,115,1200,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
82342,115,1250,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
82392,115,1300,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
82442,115,1350,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
82492,115,1400,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
82542,115,1450,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
82592,115,1500,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
82642,115,1550,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
82692,115,1600,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
82742,115,1650,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
82792,115,1700,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
82842,115,1750,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
82892,115,1800,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
82942,115,1850,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
82992,115,1900,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
83042,115,1950,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
83092,115,2000,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
83142,116,50,0.0187,1.0,0.0,0.0,0.0,1.0187,0.0
83192,116,100,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
83242,116,150,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
83292,116,200,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
83342,116,250,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
83392,116,300,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
83442,116,350,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
83492,116,400,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
83542,116,450,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
83592,116,500,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
83642,116,550,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
83692,116,600,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
83742,116,650,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
83792,116,700,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
83842,116,750,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
83892,116,800,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
83942,116,850,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
83992,116,900,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
84042,116,950,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
84092,116,1000,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
84142,116,1050,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
84192,116,1100,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
84242,116,1150,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
84292,116,1200,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
84342,116,1250,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
84392,116,1300,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
84442,116,1350,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
84492,116,1400,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
84542,116,1450,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
84592,116,1500,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
84642,116,1550,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
84692,116,1600,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
84742,116,1650,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
84792,116,1700,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
84842,116,1750,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
84892,116,1800,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
84942,116,1850,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
84992,116,1900,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
85042,116,1950,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
85092,116,2000,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
85142,117,50,0.0187,1.0,0.0,0.0,0.0,1.0187,0.0
85192,117,100,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
85242,117,150,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
85292,117,200,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
85342,117,250,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
85392,117,300,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
85442,117,350,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
85492,117,400,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
85542,117,450,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
85592,117,500,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
85642,117,550,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
85692,117,600,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
85742,117,650,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
85792,117,700,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
85842,117,750,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
85892,117,800,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
85942,117,850,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
85992,117,900,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
86042,117,950,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
86092,117,1000,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
86142,117,1050,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
86192,117,1100,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
86242,117,1150,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
86292,117,1200,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
86342,117,1250,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
86392,117,1300,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
86442,117,1350,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
86492,117,1400,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
86542,117,1450,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
86592,117,1500,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
86642,117,1550,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
86692,117,1600,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
86742,117,1650,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
86792,117,1700,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
86842,117,1750,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
86892,117,1800,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
86942,117,1850,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
86992,117,1900,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
87042,117,1950,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
87092,117,2000,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
87142,118,50,0.0187,1.0,0.0,0.0,0.0,1.0187,0.0
87192,118,100,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
87242,118,150,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
87292,118,200,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
87342,118,250,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
87392,118,300,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
87442,118,350,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
87492,118,400,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
87542,118,450,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
87592,118,500,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
87642,118,550,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
87692,118,600,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
87742,118,650,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
87792,118,700,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
87842,118,750,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
87892,118,800,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
87942,118,850,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
87992,118,900,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
88042,118,950,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
88092,118,1000,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
88142,118,1050,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
88192,118,1100,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
88242,118,1150,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
88292,118,1200,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
88342,118,1250,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
88392,118,1300,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
88442,118,1350,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
88492,118,1400,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
88542,118,1450,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
88592,118,1500,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
88642,118,1550,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
88692,118,1600,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
88742,118,1650,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
88792,118,1700,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
88842,118,1750,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
88892,118,1800,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
88942,118,1850,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
88992,118,1900,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
89042,118,1950,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
89092,118,2000,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
89142,119,50,0.0187,1.0,0.0,0.0,0.0,1.0187,0.0
89192,119,100,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
89242,119,150,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
89292,119,200,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
89342,119,250,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
89392,119,300,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
89442,119,350,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
89492,119,400,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
89542,119,450,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
89592,119,500,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
89642,119,550,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
89692,119,600,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
89742,119,650,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
89792,119,700,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
89842,119,750,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
89892,119,800,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
89942,119,850,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
89992,119,900,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
90042,119,950,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
90092,119,1000,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
90142,119,1050,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
90192,119,1100,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
90242,119,1150,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
90292,119,1200,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
90342,119,1250,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
90392,119,1300,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
90442,119,1350,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
90492,119,1400,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
90542,119,1450,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
90592,119,1500,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
90642,119,1550,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
90692,119,1600,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
90742,119,1650,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
90792,119,1700,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
90842,119,1750,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
90892,119,1800,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
90942,119,1850,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
90992,119,1900,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
91042,119,1950,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
91092,119,2000,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
91142,120,50,0.0187,0.9977,0.0,0.0,0.0,1.0163,0.0
91192,120,100,0.0183,0.9977,0.0,0.0,0.0,1.016,0.0
91242,120,150,0.0183,0.9977,0.0,0.0,0.0,1.016,0.0
91292,120,200,0.0183,0.9977,0.0,0.0,0.0,1.016,0.0
91342,120,250,0.0183,0.9977,0.0,0.0,0.0,1.016,0.0
91392,120,300,0.0183,0.9977,0.0,0.0,0.0,1.016,0.0
91442,120,350,0.0183,0.9977,0.0,0.0,0.0,1.016,0.0
91492,120,400,0.0183,0.9977,0.0,0.0,0.0,1.016,0.0
91542,120,450,0.0183,0.9977,0.0,0.0,0.0,1.016,0.0
91592,120,500,0.0183,0.9977,0.0,0.0,0.0,1.016,0.0
91642,120,550,0.0183,0.9977,0.0,0.0,0.0,1.016,0.0
91692,120,600,0.0183,0.9977,0.0,0.0,0.0,1.016,0.0
91742,120,650,0.0183,0.9977,0.0,0.0,0.0,1.016,0.0
91792,120,700,0.0183,0.9977,0.0,0.0,0.0,1.016,0.0
91842,120,750,0.0183,0.9977,0.0,0.0,0.0,1.016,0.0
91892,120,800,0.0183,0.9977,0.0,0.0,0.0,1.016,0.0
91942,120,850,0.0183,0.9977,0.0,0.0,0.0,1.016,0.0
91992,120,900,0.0183,0.9977,0.0,0.0,0.0,1.016,0.0
